schema	tiler.apple-numerical-behaviour/v4
case.ios-device.scale_one_bias_zero.safe.O3.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-device.scale_one_bias_zero.safe.O3.contract-off.float_operations	fadd
case.ios-device.scale_one_bias_zero.safe.Os.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-device.scale_one_bias_zero.safe.Os.contract-off.float_operations	fadd
case.ios-device.scale_two_bias_one.fast.O2.contract-fast.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.ios-device.scale_two_bias_one.fast.O2.contract-fast.float_operations	fmul+fast fadd+fast
case.ios-device.scale_two_bias_one.fast.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.ios-device.scale_two_bias_one.fast.O2.contract-off.float_operations	fmul+reassoc+nnan+ninf+nsz+arcp+afn fadd+reassoc+nnan+ninf+nsz+arcp+afn
case.ios-device.scale_two_bias_one.fast.O2.contract-on.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.ios-device.scale_two_bias_one.fast.O2.contract-on.float_operations	fmul+reassoc+nnan+ninf+nsz+arcp+afn fadd+reassoc+nnan+ninf+nsz+arcp+afn
case.ios-device.scale_two_bias_one.relaxed.O2.contract-fast.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-device.scale_two_bias_one.relaxed.O2.contract-fast.float_operations	fmul+reassoc+nsz+arcp+contract+afn fadd+reassoc+nsz+arcp+contract+afn
case.ios-device.scale_two_bias_one.relaxed.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-device.scale_two_bias_one.relaxed.O2.contract-off.float_operations	fmul+reassoc+nsz+arcp+afn fadd+reassoc+nsz+arcp+afn
case.ios-device.scale_two_bias_one.relaxed.O2.contract-on.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-device.scale_two_bias_one.relaxed.O2.contract-on.float_operations	fmul+reassoc+nsz+arcp+afn fadd+reassoc+nsz+arcp+afn
case.ios-device.scale_two_bias_one.safe.O2.contract-fast.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-device.scale_two_bias_one.safe.O2.contract-fast.float_operations	fmul+contract fadd+contract
case.ios-device.scale_two_bias_one.safe.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-device.scale_two_bias_one.safe.O2.contract-off.float_operations	fmul fadd
case.ios-device.scale_two_bias_one.safe.O2.contract-on.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-device.scale_two_bias_one.safe.O2.contract-on.float_operations	fmul fadd
case.ios-simulator.add_smallest_normal.fast.O0.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.ios-simulator.add_smallest_normal.fast.O0.contract-off.float_operations	fadd+reassoc+nnan+ninf+nsz+arcp+afn
case.ios-simulator.add_smallest_normal.fast.O0.contract-off.results	00800000 00800000 00800000 01000000 00800000 00800000 3eb97ef9 3f800000
case.ios-simulator.add_smallest_normal.fast.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.ios-simulator.add_smallest_normal.fast.O2.contract-off.float_operations	fadd+reassoc+nnan+ninf+nsz+arcp+afn
case.ios-simulator.add_smallest_normal.fast.O2.contract-off.results	00800000 00800000 00800000 01000000 00800000 00800000 3eb97ef9 3f800000
case.ios-simulator.add_smallest_normal.relaxed.O0.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.add_smallest_normal.relaxed.O0.contract-off.float_operations	fadd+reassoc+nsz+arcp+afn
case.ios-simulator.add_smallest_normal.relaxed.O0.contract-off.results	00800000 00800000 00800000 01000000 00800000 00800000 3eb97ef9 3f800000
case.ios-simulator.add_smallest_normal.relaxed.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.add_smallest_normal.relaxed.O2.contract-off.float_operations	fadd+reassoc+nsz+arcp+afn
case.ios-simulator.add_smallest_normal.relaxed.O2.contract-off.results	00800000 00800000 00800000 01000000 00800000 00800000 3eb97ef9 3f800000
case.ios-simulator.add_smallest_normal.runtime.fast.opt-default.applied_options	math=fast,fpfun=precise,lang=3.1,opt=default
case.ios-simulator.add_smallest_normal.runtime.fast.opt-default.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.add_smallest_normal.runtime.fast.opt-default.results	00800000 00800000 00800000 01000000 00800000 00800000 3eb97ef9 3f800000
case.ios-simulator.add_smallest_normal.runtime.fast.opt-size.applied_options	math=fast,fpfun=precise,lang=3.1,opt=size
case.ios-simulator.add_smallest_normal.runtime.fast.opt-size.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.add_smallest_normal.runtime.fast.opt-size.results	00800000 00800000 00800000 01000000 00800000 00800000 3eb97ef9 3f800000
case.ios-simulator.add_smallest_normal.runtime.relaxed.opt-default.applied_options	math=relaxed,fpfun=precise,lang=3.1,opt=default
case.ios-simulator.add_smallest_normal.runtime.relaxed.opt-default.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.add_smallest_normal.runtime.relaxed.opt-default.results	00800000 00800000 00800000 01000000 00800000 00800000 3eb97ef9 3f800000
case.ios-simulator.add_smallest_normal.runtime.relaxed.opt-size.applied_options	math=relaxed,fpfun=precise,lang=3.1,opt=size
case.ios-simulator.add_smallest_normal.runtime.relaxed.opt-size.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.add_smallest_normal.runtime.relaxed.opt-size.results	00800000 00800000 00800000 01000000 00800000 00800000 3eb97ef9 3f800000
case.ios-simulator.add_smallest_normal.runtime.safe.opt-default.applied_options	math=safe,fpfun=precise,lang=3.1,opt=default
case.ios-simulator.add_smallest_normal.runtime.safe.opt-default.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.add_smallest_normal.runtime.safe.opt-default.results	00800000 00800000 00800000 01000000 00800000 00800000 3eb97ef9 3f800000
case.ios-simulator.add_smallest_normal.runtime.safe.opt-size.applied_options	math=safe,fpfun=precise,lang=3.1,opt=size
case.ios-simulator.add_smallest_normal.runtime.safe.opt-size.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.add_smallest_normal.runtime.safe.opt-size.results	00800000 00800000 00800000 01000000 00800000 00800000 3eb97ef9 3f800000
case.ios-simulator.add_smallest_normal.safe.O0.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.add_smallest_normal.safe.O0.contract-off.float_operations	fadd
case.ios-simulator.add_smallest_normal.safe.O0.contract-off.results	00800000 00800000 00800000 01000000 00800000 00800000 3eb97ef9 3f800000
case.ios-simulator.add_smallest_normal.safe.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.add_smallest_normal.safe.O2.contract-off.float_operations	fadd
case.ios-simulator.add_smallest_normal.safe.O2.contract-off.results	00800000 00800000 00800000 01000000 00800000 00800000 3eb97ef9 3f800000
case.ios-simulator.contraction_pair.runtime.safe.opt-default.applied_options	math=safe,fpfun=precise,lang=3.1,opt=default
case.ios-simulator.contraction_pair.runtime.safe.opt-default.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.contraction_pair.runtime.safe.opt-default.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fc58f9e 40200000
case.ios-simulator.contraction_pair.runtime.safe.opt-size.applied_options	math=safe,fpfun=precise,lang=3.1,opt=size
case.ios-simulator.contraction_pair.runtime.safe.opt-size.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.contraction_pair.runtime.safe.opt-size.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fc58f9e 40200000
case.ios-simulator.contraction_pair.safe.O2.contract-fast.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.contraction_pair.safe.O2.contract-fast.float_operations	fmul+contract fadd+contract
case.ios-simulator.contraction_pair.safe.O2.contract-fast.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fc58f9d 40200000
case.ios-simulator.contraction_pair.safe.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.contraction_pair.safe.O2.contract-off.float_operations	fmul fadd
case.ios-simulator.contraction_pair.safe.O2.contract-off.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fc58f9e 40200000
case.ios-simulator.contraction_pair.safe.O2.contract-on.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.contraction_pair.safe.O2.contract-on.float_operations	fmul fadd
case.ios-simulator.contraction_pair.safe.O2.contract-on.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fc58f9e 40200000
case.ios-simulator.contraction_pair_canonicalized.runtime.safe.opt-default.applied_options	math=safe,fpfun=precise,lang=3.1,opt=default
case.ios-simulator.contraction_pair_canonicalized.runtime.safe.opt-default.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.contraction_pair_canonicalized.runtime.safe.opt-default.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fc58f9e 40200000
case.ios-simulator.contraction_pair_canonicalized.runtime.safe.opt-size.applied_options	math=safe,fpfun=precise,lang=3.1,opt=size
case.ios-simulator.contraction_pair_canonicalized.runtime.safe.opt-size.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.contraction_pair_canonicalized.runtime.safe.opt-size.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fc58f9e 40200000
case.ios-simulator.contraction_pair_canonicalized.safe.O2.contract-fast.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.contraction_pair_canonicalized.safe.O2.contract-fast.float_operations	fmul+contract fadd+contract
case.ios-simulator.contraction_pair_canonicalized.safe.O2.contract-fast.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fc58f9e 40200000
case.ios-simulator.contraction_pair_canonicalized.safe.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.contraction_pair_canonicalized.safe.O2.contract-off.float_operations	fmul fadd
case.ios-simulator.contraction_pair_canonicalized.safe.O2.contract-off.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fc58f9e 40200000
case.ios-simulator.contraction_pair_canonicalized.safe.O2.contract-on.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.contraction_pair_canonicalized.safe.O2.contract-on.float_operations	fmul fadd
case.ios-simulator.contraction_pair_canonicalized.safe.O2.contract-on.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fc58f9e 40200000
case.ios-simulator.divide_by_half.runtime.safe.opt-default.applied_options	math=safe,fpfun=precise,lang=3.1,opt=default
case.ios-simulator.divide_by_half.runtime.safe.opt-default.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
